Company,Job Title,Job Link,Location,Posting Date
Alation,Alation Agentic Data Intelligence Platform Scale and accelerate the delivery of AI and data initiatives. Build trusted AI and applications with trusted data. Learn more,https://www.alation.com/product/agentic-data-intelligence-platform/,,
Alation,Data Quality Agent,https://www.alation.com/product/data-quality-agent/,,
Alation,Data Products Builder Agent,https://www.alation.com/product/data-products-builder-agent/,,
Alation,Data Catalog,https://www.alation.com/product/data-catalog/,,
Alation,Data Governance,https://www.alation.com/product/data-governance/,,
Alation,Data Products Marketplace,https://www.alation.com/product/data-products-marketplace/,,
Alation,Chat with Your Data,https://www.alation.com/product/alation-chat-with-your-data/,,
Alation,Data Lineage,https://www.alation.com/product/data-lineage/,,
Alation,Open Data Quality Framework,https://www.alation.com/product/data-quality/,,
Alation,Active Data Governance,https://www.alation.com/solutions/data-governance/,,
Alation,Data Modernization,https://www.alation.com/solutions/cloud-data-migration/,,
Alation,Data Culture Maturity Model,https://www.alation.com/data-culture-maturity-model/,,
Alation,Data Radicals Podcast,https://www.alation.com/podcast/,,
Alation,Developer Documentation,https://www.alation.com/docs/en/latest/,,
Alation,Data Intelligence Project,https://www.alation.com/data-intelligence-project/,,
Alation,Article Alation and Salesforce partner on data governance for Data Cloud,https://www.cio.com/article/3532160/alation-and-salesforce-partner-on-data-governance-for-data-cloud.html,,2024-09-19
Alation,Article Why building a strong data culture is key to AI strategy,https://fortune.com/2024/07/31/strong-data-culture-key-ai/,,
Alation,Commercial Counsel USA-CA-REDWOOD CITY • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-CA-REDWOOD-CITY/Commercial-Counsel_R10000585,,
Alation,Customer Solution Knowledge Manager IND-CHENNAI • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/IND-CHENNAI/Customer-Solution-Knowledge-Manager_R10000531,,
Alation,Customer Success Advisor USA-NC-RALEIGH • Remote,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-NC-RALEIGH/Customer-Success-Advisor_R10000555,,
Alation,Cybersecurity Engineer IND-CHENNAI • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/IND-CHENNAI/Cybersecurity-Engineer_R10000506,,
Alation,"Director, Growth Marketing USA-CA-REDWOOD CITY • Hybrid",https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-CA-REDWOOD-CITY/Director--Growth-Marketing_R10000537,,
Alation,Enterprise Account Executive AUS-SYDNEY • Remote,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/AUS-SYDNEY/Staff-Account-Executive_R10000510,,
Alation,Enterprise Account Executive GBR-LONDON • Remote,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/GBR-LONDON/Enterprise-Account-Executive_R10000596,,
Alation,Enterprise Account Executive USA-NY-NEW YORK • Remote,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-NY-NEW-YORK/Enterprise-Account-Executive_R10000413,,
Alation,Enterprise Account Executive - Midwest USA-REMOTE • Remote,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-REMOTE/Enterprise-Account-Executive--Northcentral-_R10000590,,
Alation,Enterprise Account Executive - SouthCentral USA-REMOTE • Remote,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-REMOTE/Enterprise-Account-Executive---SouthCentral_R10000591,,
Alation,Enterprise Account Executive - West USA-REMOTE • Remote,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-REMOTE/Enterprise-Account-Executive---West_R10000593,,
Alation,FDE Software Engineer III IND-CHENNAI • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/IND-CHENNAI/Staff-Forward-Deployed-Software-Engineer_R10000481,,
Alation,"Financial Analyst III, GTM FP&A USA-CA-REDWOOD CITY • Hybrid",https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-CA-REDWOOD-CITY/Financial-Analyst-III--GTM-FP-A_R10000564,,
Alation,Lead Product Designer GBR-LONDON • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/GBR-LONDON/Senior-Product-Designer_R10000508,,
Alation,Revenue Operations Specialist CHL-CHILE • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/CHL-CHILE/Revenue-Operations-Specialist_R10000576,,
Alation,Senior Customer Experience Operations Specialist IND-CHENNAI • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/IND-CHENNAI/Senior-Customer-Experience-Operations-Manager_R10000533,,
Alation,Senior Human Resources Business Partner IND-CHENNAI • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/IND-CHENNAI/Senior-Human-Resources-Business-Partner_R10000554,,
Alation,Senior Human Resources Business Partner USA-CA-REDWOOD CITY • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-CA-REDWOOD-CITY/Senior-Human-Resources-Business-Partner_R10000569,,
Alation,Senior Product Manager IND-CHENNAI • Hybrid,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/IND-CHENNAI/Product-Manager_R10000431,,
